Cliente;Tipo de Cliente;Itens;Vendas Líquidas ($);Método de Pagamento;Gênero;Estado Civil;Idade;Região
1086;Regular;6.55;229.5;Boleto;Feminino;Casado(a);42;Toledo
1087;Retorno;7.68;66;Boleto;Masculino;Solteiro(a);61;Toledo
1088;Regular;7.47;39.5;Boleto;Feminino;Casado(a);39;Maringa
1089;Retorno;4.75;253;Visa;Feminino;Solteiro(a);25;Pato Branco
1090;Regular;6.37;287.59;MasterCard;Feminino;Casado(a);51;Pato Branco
1091;Regular;5;47.6;Boleto;Feminino;Casado(a);29;Colombo
1092;1Compra;5.22;28.44;Boleto;Feminino;Solteiro(a);28;Toledo
1093;1Compra;6.46;75;Boleto;Feminino;Solteiro(a);27;Toledo
1094;Retorno;4.17;67;Boleto;Feminino;Casado(a);35;Colombo
1095;Regular;7.4;32;Boleto;Feminino;Casado(a);51;Toledo
1096;1Compra;4.67;77;Boleto;Feminino;Casado(a);42;Colombo
1097;1Compra;5.92;13;Boleto;Feminino;Solteiro(a);36;Maringa
1098;Regular;7.31;50;Boleto;Feminino;Solteiro(a);59;Londrina
1099;1Compra;4.7;90;MasterCard;Feminino;Casado(a);58;Toledo
1100;Retorno;6.86;61;Boleto;Feminino;Casado(a);51;Colombo
1101;Retorno;6.38;26;Boleto;Feminino;Casado(a);25;Guarapuava
1102;1Compra;4.81;41;Boleto;Feminino;Casado(a);37;Colombo
1103;Retorno;7.4;70;Boleto;Feminino;Casado(a);53;Guarapuava
1104;Regular;5.49;45;Boleto;Feminino;Solteiro(a);22;Colombo
1105;1Compra;5.24;30;Boleto;Feminino;Casado(a);56;Pato Branco
1106;Regular;7.23;60;Boleto;Feminino;Casado(a);33;Londrina
1107;1Compra;5.73;69;Boleto;Feminino;Casado(a);35;Maringa
1108;Regular;6.23;75;Visa;Masculino;Casado(a);24;Guarapuava
1109;1Compra;6.38;101;Boleto;Feminino;Casado(a);32;Colombo
1110;1Compra;5.97;72;Boleto;Masculino;Casado(a);6;Curitiba0
1111;1Compra;6.14;48;Boleto;Feminino;Casado(a);29;Toledo
1112;Retorno;5.72;57;Boleto;Feminino;Casado(a);41;Pato Branco
1113;Retorno;5.92;58;Boleto;Feminino;Casado(a);21;Curitiba0
1114;Regular;4.73;63;Boleto;Masculino;Casado(a);53;Londrina
1115;Regular;7.45;64;MasterCard;Feminino;Casado(a);32;Colombo
1116;1Compra;7.67;90;Boleto;Feminino;Casado(a);30;Maringa
1117;Retorno;6.25;30;Boleto;Feminino;Solteiro(a);19;Maringa
1118;Retorno;5.77;90;Visa;Feminino;Solteiro(a);38;Guarapuava
1119;Retorno;4.69;89;Visa;Feminino;Solteiro(a);48;Pato Branco
1120;Regular;7.82;77;Boleto;Feminino;Solteiro(a);66;Maringa
1121;Retorno;7.69;103;Boleto;Feminino;Casado(a);59;Maringa
1122;1Compra;7.43;115;Boleto;Feminino;Casado(a);34;Londrina
1123;Regular;6.77;79;Visa;Feminino;Solteiro(a);23;Pato Branco
1124;Regular;5.36;66;Visa;Feminino;Casado(a);60;Colombo
1125;1Compra;4.82;35;Boleto;Feminino;Casado(a);24;CuritibaCuritiba
1126;1Compra;7.8;113;MasterCard;Feminino;Solteiro(a);55;Toledo
1127;1Compra;4.22;81;MasterCard;Feminino;Casado(a);43;Guarapuava
1128;Retorno;4.36;56;Boleto;Feminino;Solteiro(a);75;Colombo
1129;1Compra;4.41;144;Boleto;Feminino;Casado(a);66;Toledo
1130;Retorno;6.97;107;Boleto;Feminino;Casado(a);25;Curitiba0
1131;Regular;4.92;87;Boleto;Feminino;Solteiro(a);32;Maringa
1132;Retorno;6.99;42;MasterCard;Feminino;Solteiro(a);21;Maringa
1133;Retorno;4.72;71;Boleto;Feminino;Casado(a);49;Curitiba0
1134;1Compra;6.45;66;Boleto;Feminino;Casado(a);51;Colombo
1135;Regular;6.09;58;Boleto;Feminino;Solteiro(a);55;Maringa
1136;1Compra;5.97;160;Visa;Feminino;Casado(a);25;Pato Branco
1137;1Compra;4.25;56;Boleto;Feminino;Casado(a);71;Pato Branco
1138;Regular;6.64;75;Boleto;Feminino;Casado(a);41;Maringa
1139;Regular;4.82;65;Boleto;Feminino;Solteiro(a);51;Pato Branco
1140;1Compra;6.01;95;Boleto;Feminino;Casado(a);55;Pato Branco
1141;1Compra;4.06;105;Boleto;Feminino;Casado(a);36;Londrina
1142;Retorno;4.69;61;Boleto;Feminino;Casado(a);46;Colombo
1143;Retorno;6.27;113;Boleto;Feminino;Casado(a);22;Colombo
1144;Retorno;5.82;85;Boleto;Feminino;Casado(a);50;Toledo
1145;Retorno;4.28;119;Boleto;Feminino;Casado(a);40;Toledo
1146;Retorno;5.47;53;Boleto;Feminino;Casado(a);36;Guarapuava
1147;Regular;6.29;33;MasterCard;Feminino;Casado(a);85;Guarapuava
1148;Regular;6.93;51;Boleto;Feminino;Solteiro(a);53;Colombo
1149;Regular;6;140;Visa;Feminino;Solteiro(a);32;Guarapuava
1150;Regular;4.45;82;Boleto;Feminino;Solteiro(a);41;Londrina
1151;Regular;4.43;122;Boleto;Feminino;Solteiro(a);30;Toledo
1152;Regular;4.55;55;Boleto;Feminino;Casado(a);61;Guarapuava
1153;Regular;7.67;121;Boleto;Feminino;Solteiro(a);47;Maringa
1154;Regular;6.76;87;Boleto;Feminino;Casado(a);36;Pato Branco
1155;Regular;5.49;146;Boleto;Feminino;Casado(a);56;CuritibaLondrina
1156;Regular;7.37;41;Boleto;Feminino;Solteiro(a);63;Pato Branco
1157;1Compra;7.3;91;Visa;Feminino;Solteiro(a);29;Pato Branco
1158;Regular;5.43;95;Boleto;Feminino;Solteiro(a);31;Colombo
1159;Regular;7.44;105;Boleto;Masculino;Solteiro(a);28;Guarapuava
1160;Regular;7.74;62;Boleto;Feminino;Solteiro(a);46;Maringa
1161;Regular;7.27;104;Boleto;Feminino;Casado(a);20;Toledo
1162;Regular;7.18;57;Boleto;Feminino;Casado(a);30;Colombo
1163;Regular;6.47;75;Boleto;Feminino;Solteiro(a);34;Maringa
1164;Regular;6.09;68;Boleto;Feminino;Solteiro(a);50;Maringa
1165;Regular;5.21;77.2;Boleto;Feminino;Solteiro(a);24;Toledo
1166;Regular;4.44;76.2;Boleto;Feminino;Solteiro(a);68;Maringa
1167;Regular;7.34;66.1;Boleto;Feminino;Casado(a);52;Maringa
1168;Regular;7.84;66.3;Boleto;Feminino;Casado(a);27;Toledo
1169;Regular;7.8;74.4;MasterCard;Feminino;Solteiro(a);44;Toledo
1170;1Compra;6.35;79.9;Boleto;Masculino;Casado(a);30;Colombo
1171;Regular;5.05;75.1;Visa;Feminino;Casado(a);42;CuritibaCuritiba
1172;Regular;6.87;60.4;Boleto;Feminino;Solteiro(a);33;Maringa
1173;1Compra;6.83;63.6;MasterCard;Feminino;Casado(a);43;Pato Branco
1174;Regular;7.18;75.8;Boleto;Feminino;Casado(a);71;Guarapuava
1175;Regular;5.94;71.2;Boleto;Feminino;Casado(a);25;Colombo
1176;Regular;6.63;77.2;Visa;Feminino;Solteiro(a);36;Maringa
1177;Regular;6.46;62.7;MasterCard;Feminino;Casado(a);30;Colombo
1178;Regular;4.93;62.5;Boleto;Feminino;Casado(a);42;Guarapuava
1179;Regular;6.48;67.4;Boleto;Feminino;Casado(a);39;Maringa
1180;Regular;4.36;67.5;Boleto;Feminino;Casado(a);57;Guarapuava
1181;Regular;5.64;26.9;Boleto;Feminino;Casado(a);29;Toledo
1182;Regular;4.65;27.2;MasterCard;Feminino;Solteiro(a);56;Colombo
1183;Regular;5.74;28.3;Boleto;Feminino;Solteiro(a);31;Colombo
1184;Regular;6.2;24.5;MasterCard;Feminino;Casado(a);31;Maringa
1185;Regular;4.09;25.2;Boleto;Feminino;Solteiro(a);1;Pato Branco
1186;Regular;7.19;28.1;Boleto;Feminino;Casado(a);31;Guarapuava
1187;Regular;5.68;23.9;Boleto;Feminino;Solteiro(a);69;Curitiba0
1188;Regular;6.69;28.6;Boleto;Feminino;Solteiro(a);47;Guarapuava
1189;Regular;4.71;23.7;Boleto;Feminino;Solteiro(a);66;Maringa
1190;Regular;7.11;24.5;Boleto;Feminino;Casado(a);65;Pato Branco
1191;Regular;7.51;29.9;Boleto;Feminino;Casado(a);50;Toledo
1192;Regular;4.38;26.4;Boleto;Feminino;Casado(a);29;Guarapuava
1193;Regular;6.8;28;Boleto;Feminino;Casado(a);59;Londrina
1194;Regular;4.05;20.7;Boleto;Feminino;Casado(a);39;Colombo
1195;Regular;6.03;29.9;Visa;Feminino;Solteiro(a);30;Londrina
1196;1Compra;7.13;29.8;Visa;Feminino;Casado(a);48;Maringa
1197;1Compra;7.97;27.4;Boleto;Feminino;Solteiro(a);45;Colombo
1198;Regular;7.4;28.4;Boleto;Feminino;Casado(a);25;Pato Branco
1199;Regular;6.31;26.7;Boleto;Feminino;Solteiro(a);36;Toledo
1200;1Compra;6.68;26.9;MasterCard;Feminino;Solteiro(a);43;Pato Branco
1201;Regular;6.11;21.6;Boleto;Masculino;Solteiro(a);54;Toledo
1202;Regular;4.73;27.4;Boleto;Feminino;Solteiro(a);51;Toledo
1203;Regular;4.62;27.1;Boleto;Feminino;Solteiro(a);58;Pato Branco
1204;1Compra;4.29;28.1;Boleto;Feminino;Casado(a);37;Pato Branco
1205;Regular;5.21;28.2;Boleto;Feminino;Casado(a);58;Toledo
1206;1Compra;6.86;29.6;Boleto;Feminino;Solteiro(a);49;Guarapuava
1207;Regular;5.94;24.8;Boleto;Feminino;Solteiro(a);30;Pato Branco
1208;Regular;6.78;23.4;Boleto;Feminino;Casado(a);63;Colombo
1209;Regular;5.57;23.8;Boleto;Feminino;Casado(a);51;Colombo
1210;1Compra;4.78;23.1;Visa;Feminino;Casado(a);31;Guarapuava
1211;1Compra;8;21.4;Boleto;Masculino;Solteiro(a);37;Maringa
1212;Regular;6.89;26.7;Boleto;Masculino;Casado(a);48;Toledo
1213;Regular;5.2;24;Boleto;Feminino;Solteiro(a);58;Colombo
1214;Regular;6.93;26.2;Boleto;Feminino;Casado(a);53;Colombo
1215;Regular;8.05;25.1;Boleto;Feminino;Casado(a);37;Pato Branco
1216;Regular;7.43;22.8;Boleto;Feminino;Solteiro(a);60;Guarapuava
1217;Regular;5.97;22.4;Boleto;Feminino;Solteiro(a);64;Toledo
1218;Regular;6.66;23.6;Boleto;Feminino;Casado(a);46;Colombo
1219;Regular;6.5;23.2;Boleto;Feminino;Casado(a);40;Pato Branco
1220;Regular;6.87;20.1;Boleto;Feminino;Casado(a);28;Toledo
1221;Regular;7.36;29.2;Boleto;Feminino;Solteiro(a);42;Colombo
1222;Regular;7.17;25.2;Boleto;Feminino;Casado(a);41;Pato Branco
1223;Regular;7.56;29;Boleto;Masculino;Solteiro(a);37;Curitiba0
1224;Regular;5.98;23.3;Boleto;Feminino;Casado(a);36;Pato Branco
1225;Regular;4.92;27.2;Boleto;Feminino;Casado(a);48;Londrina
1226;Regular;4.82;29.6;Visa;Feminino;Solteiro(a);26;Pato Branco
1227;Regular;6.92;29.9;Boleto;Feminino;Casado(a);56;Colombo
1228;Regular;5.18;26.4;Boleto;Feminino;Casado(a);36;Maringa
1229;Regular;4.75;22;MasterCard;Feminino;Casado(a);43;CuritibaColombo
1230;Regular;5.09;22.8;Boleto;Feminino;Solteiro(a);71;Pato Branco
1231;1Compra;6.74;21.1;Boleto;Feminino;Casado(a);35;Pato Branco
1232;1Compra;4.24;26.1;Visa;Feminino;Casado(a);20;Colombo
1233;Regular;6.97;25.4;Boleto;Feminino;Casado(a);18;Maringa
1234;1Compra;7.31;25;Visa;Feminino;Casado(a);47;Pato Branco
1235;1Compra;7.87;26.9;MasterCard;Feminino;Casado(a);39;Pato Branco
1236;Regular;5.9;21.3;Boleto;Feminino;Casado(a);55;Guarapuava
1237;1Compra;5.38;24.5;Visa;Feminino;Casado(a);50;Colombo
1238;1Compra;6.25;27.2;Boleto;Feminino;Casado(a);25;Curitiba0
1239;Regular;7.7;23;Boleto;Feminino;Casado(a);35;Maringa
1240;1Compra;7.02;25.4;Boleto;Masculino;Casado(a);29;Colombo
1241;Regular;5.56;20.8;Boleto;Feminino;Casado(a);49;Pato Branco
1242;1Compra;5.81;26.3;Boleto;Feminino;Solteiro(a);29;Toledo
1243;Regular;5.49;24.2;Boleto;Feminino;Casado(a);53;Pato Branco
1244;Regular;7.02;21.9;Boleto;Feminino;Solteiro(a);61;Toledo
1245;Regular;4.15;22.6;Boleto;Feminino;Casado(a);29;Pato Branco
1246;Regular;7.5;26.1;Boleto;Feminino;Casado(a);21;Pato Branco
1247;1Compra;6.68;20.8;Boleto;Feminino;Casado(a);33;Guarapuava
1248;Regular;5.79;22.6;Visa;Feminino;Solteiro(a);37;Pato Branco
1249;Regular;5.37;27.4;MasterCard;Feminino;Solteiro(a);22;Pato Branco
1250;Regular;5.35;20.4;Boleto;Feminino;Casado(a);44;Toledo
1251;Regular;7.01;28.1;Boleto;Feminino;Casado(a);0;Guarapuava
1252;Regular;6.14;29.2;Boleto;Feminino;Solteiro(a);36;Maringa
1253;1Compra;7.64;21.5;Boleto;Masculino;Casado(a);42;Pato Branco
1254;Regular;6.46;29.9;Boleto;Feminino;Casado(a);60;Pato Branco
1255;1Compra;6.14;24.2;Boleto;Feminino;Casado(a);40;Maringa
1256;Regular;6.74;24.6;Boleto;Feminino;Casado(a);34;Pato Branco
1257;1Compra;6.39;29.9;Boleto;Feminino;Solteiro(a);43;Maringa
1258;Regular;6.73;20.5;Boleto;Feminino;Casado(a);54;Colombo
1259;1Compra;4.49;29.1;Boleto;Feminino;Solteiro(a);52;Curitiba0
1260;Regular;6.42;21.5;Visa;Feminino;Solteiro(a);58;CuritibaCuritiba
1261;Regular;6.47;24.1;Boleto;Feminino;Casado(a);72;Toledo
1262;Regular;7.15;70.8;Boleto;Feminino;Casado(a);49;Toledo
1263;Regular;4.97;69.9;Boleto;Feminino;Casado(a);34;Pato Branco
1264;Regular;6.97;66.5;Boleto;Masculino;Casado(a);32;Toledo
1265;Regular;6.9;65.5;Boleto;Feminino;Solteiro(a);35;Pato Branco
1266;Regular;6.23;61.3;Boleto;Feminino;Casado(a);32;Pato Branco
1267;Regular;7.28;68;Boleto;Feminino;Casado(a);31;Colombo
1268;Regular;8.95;77.2;Boleto;Feminino;Casado(a);48;Guarapuava
1269;Regular;5.86;76.2;Boleto;Masculino;Casado(a);40;Toledo
1270;Regular;4.72;79.9;Boleto;Feminino;Solteiro(a);76;Colombo
1271;Regular;6.9;75.1;Boleto;Feminino;Solteiro(a);40;Maringa
1272;Regular;8.46;60.4;Boleto;Feminino;Casado(a);25;Maringa
1273;Regular;5.54;77.3;Visa;Feminino;Casado(a);39;Pato Branco
1274;1Compra;5.48;69.5;MasterCard;Feminino;Casado(a);34;Guarapuava
1275;1Compra;5.78;60.3;Visa;Feminino;Solteiro(a);54;Pato Branco
1276;Regular;6.82;78.4;Visa;Feminino;Solteiro(a);41;Toledo
1277;Regular;6.71;72.5;Boleto;Feminino;Casado(a);45;Maringa
1278;Regular;4.7;71.3;Boleto;Feminino;Casado(a);16;Maringa
1279;Regular;4.83;62.1;Boleto;Feminino;Casado(a);31;Colombo
1280;Regular;6.76;66.4;Boleto;Feminino;Casado(a);37;Toledo
1281;Regular;6.24;61.5;MasterCard;Feminino;Casado(a);54;Guarapuava
1282;Regular;5.23;68.1;Boleto;Feminino;Casado(a);43;Pato Branco
1283;Regular;6.21;70.4;Boleto;Feminino;Solteiro(a);42;Curitiba0
1284;Regular;4.74;69.1;Boleto;Feminino;Casado(a);32;Maringa
1285;1Compra;4.9;23.5;Boleto;Masculino;Solteiro(a);53;Pato Branco
1286;Regular;7.46;28.9;Boleto;Feminino;Casado(a);31;Toledo
1287;Regular;7.84;23.9;Boleto;Feminino;Casado(a);24;CuritibaCuritiba
1288;1Compra;5.05;29.8;MasterCard;Feminino;Casado(a);47;Guarapuava
1289;Regular;5.78;27.2;Visa;Feminino;Casado(a);31;Pato Branco
1290;Regular;6.23;20.9;Boleto;Feminino;Casado(a);27;Colombo
1291;Regular;7.92;23.5;Boleto;Feminino;Casado(a);36;Guarapuava
1292;Regular;6.95;25.4;Visa;Feminino;Casado(a);32;Colombo
1293;Regular;7.85;28;Boleto;Feminino;Casado(a);66;Toledo
1294;Regular;6.33;26.8;Boleto;Feminino;Casado(a);22;Guarapuava
1295;Regular;8.36;20.9;Boleto;Feminino;Solteiro(a);60;Guarapuava
1296;Regular;5.09;20.3;Boleto;Feminino;Casado(a);43;Pato Branco
1297;1Compra;5.3;21.2;Boleto;Masculino;Casado(a);23;Pato Branco
1298;1Compra;7.59;21.7;Visa;Feminino;Solteiro(a);61;Pato Branco
1299;Regular;7.33;25.6;Boleto;Feminino;Casado(a);47;Londrina
1300;Regular;4.22;24.3;Visa;Feminino;Casado(a);34;Pato Branco
1301;1Compra;7.67;26.1;Boleto;Feminino;Solteiro(a);48;Guarapuava
1302;1Compra;5.73;28.2;Boleto;Feminino;Solteiro(a);33;Pato Branco
1303;Regular;4.56;25.5;Boleto;Feminino;Casado(a);66;Guarapuava
1304;1Compra;4.17;128;Boleto;Feminino;Casado(a);38;Colombo
1305;Regular;4.87;29;Boleto;Feminino;Casado(a);49;CuritibaCuritiba
1306;Regular;6.78;59;Boleto;Feminino;Casado(a);35;Pato Branco
1307;Regular;8.79;116;Boleto;Feminino;Casado(a);44;Guarapuava
1308;Regular;5.94;25;Boleto;Feminino;Solteiro(a);35;Pato Branco
1309;Regular;5.96;60;Boleto;Feminino;Casado(a);28;Toledo
1310;Regular;6.39;48;Boleto;Feminino;Casado(a);58;Pato Branco
1311;Regular;6.64;63;Boleto;Feminino;Solteiro(a);29;Guarapuava
1312;Regular;7.34;50;Boleto;Feminino;Solteiro(a);23;Maringa
1313;Regular;5.29;51;Boleto;Feminino;Solteiro(a);59;Colombo
1314;Regular;8.01;24;Boleto;Masculino;Casado(a);39;Toledo
1315;Regular;8.54;62;Boleto;Feminino;Solteiro(a);36;Maringa
1316;1Compra;6.97;57;Boleto;Masculino;Casado(a);33;Guarapuava
1317;Regular;4.7;35;Boleto;Feminino;Casado(a);54;Guarapuava
1318;Regular;7.28;38;Boleto;Feminino;Solteiro(a);65;Colombo
1319;Regular;7.75;41;Boleto;Feminino;Casado(a);64;Pato Branco
1320;Regular;4.98;30;Boleto;Feminino;Casado(a);34;Pato Branco
1321;Regular;5.58;87;Boleto;Feminino;Solteiro(a);32;Colombo
1322;Regular;4.41;63;Boleto;Feminino;Solteiro(a);52;Guarapuava
1323;Regular;7.7;83;Boleto;Feminino;Casado(a);61;Toledo
1324;Regular;7.46;52;Boleto;Feminino;Solteiro(a);33;Pato Branco
1325;Regular;6.34;46;Boleto;Feminino;Casado(a);49;Pato Branco
1326;Regular;4.11;31;Boleto;Feminino;Solteiro(a);35;Toledo
1327;Regular;6.82;77;Boleto;Feminino;Casado(a);39;Colombo
1328;Regular;6.85;45;Boleto;Feminino;Casado(a);59;Guarapuava
1329;1Compra;7.6;75;Boleto;Masculino;Solteiro(a);25;Maringa
1330;Regular;5;52;Boleto;Feminino;Casado(a);17;Toledo
1331;Regular;7.59;98;Boleto;Feminino;Solteiro(a);49;Pato Branco
1332;1Compra;5.2;87;Boleto;Feminino;Solteiro(a);34;Colombo
1333;Regular;4.98;30;Boleto;Feminino;Solteiro(a);64;Colombo
1334;Regular;4.22;113;Boleto;Feminino;Casado(a);52;Pato Branco
1335;Regular;7.71;40;Boleto;Feminino;Solteiro(a);70;Toledo
1336;Regular;5.97;28.1;MasterCard;Feminino;Casado(a);29;Colombo
1337;Regular;7.81;29.2;Boleto;Feminino;Casado(a);31;Toledo
1338;Regular;5.49;21.5;Boleto;Feminino;Solteiro(a);57;Colombo
1339;Regular;5.42;29.9;Boleto;Feminino;Casado(a);52;Maringa
1340;Regular;5.85;24.2;Boleto;Feminino;Solteiro(a);20;Pato Branco
1341;Regular;7.83;24.6;Boleto;Feminino;Solteiro(a);47;Pato Branco
1342;Regular;6.1;29.9;Boleto;Feminino;Casado(a);35;Maringa
1343;Regular;6.57;20.5;Boleto;Feminino;Solteiro(a);35;Maringa
1344;Regular;7.39;29.1;Visa;Feminino;Casado(a);53;Maringa
1345;Regular;9;21.5;Visa;Feminino;Casado(a);38;Colombo
1346;Regular;5.95;24.1;Boleto;Masculino;Solteiro(a);59;Maringa
1347;Regular;4.66;70.8;Boleto;Feminino;Casado(a);35;Guarapuava
1348;Regular;5.19;69.9;Boleto;Feminino;Casado(a);50;Pato Branco
1349;Regular;7.26;66.5;Boleto;Feminino;Solteiro(a);33;Pato Branco
1350;Regular;7.28;65.5;Boleto;Feminino;Casado(a);44;Curitiba0
1351;Regular;6.83;61.3;Boleto;Feminino;Casado(a);55;Maringa
1352;Regular;5.32;68;Visa;Feminino;Solteiro(a);61;Maringa
1353;Regular;4.92;77.2;Boleto;Feminino;Casado(a);36;Maringa
1354;Regular;5.82;76.2;MasterCard;Feminino;Solteiro(a);55;Maringa
1355;1Compra;6.09;79.9;Boleto;Feminino;Casado(a);59;Pato Branco
1356;1Compra;5.11;54.3;Visa;Feminino;Solteiro(a);34;Toledo
1357;Regular;7.42;79.9;Boleto;Feminino;Casado(a);34;Pato Branco
1358;Regular;4.85;57.1;MasterCard;Feminino;Casado(a);30;Maringa
1359;1Compra;5.87;89.3;Visa;Feminino;Casado(a);29;Colombo
1360;Regular;5.68;115;MasterCard;Masculino;Casado(a);29;Maringa
1361;Regular;7.79;126;Boleto;Feminino;Casado(a);41;Maringa
1362;Regular;4.43;76.5;Boleto;Feminino;Solteiro(a);30;Colombo
1363;1Compra;6.11;81.1;Boleto;Feminino;Casado(a);50;Toledo
1364;Regular;5.78;56.7;Boleto;Feminino;Casado(a);46;Colombo
1365;1Compra;4.63;138.8;MasterCard;Feminino;Casado(a);42;Toledo
1366;Regular;4.35;47.9;Boleto;Feminino;Casado(a);25;Maringa
1367;Regular;4.11;42.5;Boleto;Feminino;Solteiro(a);45;Colombo
1368;Regular;7.99;39.4;Boleto;Feminino;Casado(a);49;Colombo
1369;1Compra;5.52;68.9;Boleto;Feminino;Casado(a);34;Maringa
1370;1Compra;6.85;60.3;Boleto;Feminino;Casado(a);35;Maringa
1371;Regular;4.82;87.7;Boleto;Feminino;Solteiro(a);52;Colombo
1372;Regular;7.56;46.3;Boleto;Feminino;Casado(a);21;Pato Branco
1373;Regular;4.15;44.2;Boleto;Feminino;Casado(a);36;Maringa
1374;Regular;5.26;84.4;Boleto;Feminino;Casado(a);32;Pato Branco
1375;Regular;4.95;64.1;Boleto;Feminino;Casado(a);69;Pato Branco
1376;Regular;6.46;115.3;Boleto;Feminino;Casado(a);46;Toledo
1377;Regular;7.68;40.7;Visa;Feminino;Solteiro(a);33;Maringa
1378;Regular;7.88;79.2;Visa;Feminino;Casado(a);40;Guarapuava
1379;Regular;5.27;39.5;Boleto;Feminino;Casado(a);58;Guarapuava
1380;Regular;5.76;14.7;Boleto;Feminino;Casado(a);49;Guarapuava
1381;Regular;4.96;24.1;Boleto;Feminino;Casado(a);27;Pato Branco
1382;Regular;6.94;117.3;Visa;Masculino;Solteiro(a);42;Guarapuava
1383;Regular;8.62;67.9;Boleto;Masculino;Casado(a);82;Maringa
1384;Regular;4.5;73.2;Boleto;Feminino;Solteiro(a);52;Colombo
1385;Regular;7.39;63.7;Boleto;Feminino;Solteiro(a);54;Pato Branco
1386;Regular;8.79;36.1;Boleto;Feminino;Casado(a);46;Toledo
1387;Regular;6.5;58.6;Boleto;Feminino;Solteiro(a);43;Pato Branco
1388;Regular;6.18;97.2;Boleto;Feminino;Solteiro(a);58;Colombo
1389;Regular;4.86;41.8;Boleto;Feminino;Casado(a);32;Toledo
1390;1Compra;7.08;93.9;Boleto;Feminino;Casado(a);36;Pato Branco
1391;1Compra;6.43;21.8;Boleto;Feminino;Casado(a);37;Pato Branco
1392;Regular;6.12;17.3;Visa;Masculino;Solteiro(a);45;Colombo
1393;1Compra;5.6;65.9;Boleto;Masculino;Casado(a);35;Pato Branco
1394;1Compra;6.34;32.4;Boleto;Feminino;Casado(a);46;Pato Branco
1395;Regular;7.11;61.1;Boleto;Masculino;Casado(a);40;Curitiba0
1396;1Compra;6.53;113;Boleto;Feminino;Solteiro(a);56;Colombo
1397;1Compra;7.42;40;Boleto;Feminino;Solteiro(a);27;Toledo
1398;Regular;5.37;52;Boleto;Feminino;Casado(a);34;Guarapuava
1399;1Compra;7.15;33;Boleto;Feminino;Solteiro(a);57;Colombo
1400;Regular;9.1;45;Visa;Feminino;Casado(a);51;Colombo
1401;1Compra;4.53;36;Boleto;Feminino;Casado(a);30;Toledo
1402;Regular;6.67;45;Boleto;Feminino;Solteiro(a);56;Pato Branco
1403;Regular;4.2;70;MasterCard;Feminino;Casado(a);37;Pato Branco
1404;Regular;6.62;50;Boleto;Feminino;Casado(a);33;Guarapuava
1405;Regular;7.42;34;Boleto;Feminino;Casado(a);51;Maringa
1406;1Compra;7.48;31;MasterCard;Masculino;Casado(a);62;Colombo
1407;Regular;7.64;98;Boleto;Feminino;Casado(a);33;Maringa
1408;Regular;7.47;48;Boleto;Feminino;Solteiro(a);24;Maringa
1409;Regular;7.08;30;Boleto;Feminino;Casado(a);70;Toledo
1410;Regular;4.94;55;Boleto;Feminino;Solteiro(a);57;Pato Branco
1411;Regular;5.37;72;Boleto;Feminino;Solteiro(a);33;Colombo
1412;1Compra;7.69;47;Boleto;Feminino;Solteiro(a);31;Pato Branco
1413;Regular;6.75;45;Boleto;Feminino;Solteiro(a);31;Toledo
1414;1Compra;7.09;28;Boleto;Feminino;Casado(a);41;Maringa
1415;Regular;5.08;71;Boleto;Feminino;Casado(a);46;Toledo
1416;1Compra;4.12;38;Boleto;Feminino;Solteiro(a);26;Pato Branco
1417;Regular;6.65;65;Boleto;Feminino;Casado(a);37;Toledo
1418;1Compra;7.41;35;Boleto;Feminino;Solteiro(a);39;Colombo
1419;Regular;7.32;93;Boleto;Feminino;Solteiro(a);40;Maringa
1420;Regular;5.48;68;Boleto;Feminino;Casado(a);61;CuritibaCuritiba
1421;Regular;5.05;29;Boleto;Feminino;Casado(a);57;Maringa
1422;Regular;6.5;60;Boleto;Masculino;Casado(a);36;Maringa
1423;Regular;4.62;42;Boleto;Feminino;Solteiro(a);60;Colombo
1424;Regular;7.38;34;Boleto;Feminino;Solteiro(a);48;Maringa
1425;Regular;4.27;41;Boleto;Feminino;Casado(a);33;Maringa
1426;Regular;7.76;23;Boleto;Feminino;Casado(a);56;Maringa
1427;Regular;8.88;29;Boleto;Feminino;Casado(a);30;Maringa
1428;Regular;6.49;51;Boleto;Feminino;Casado(a);29;Toledo
1429;Regular;7.89;49;Boleto;Feminino;Casado(a);62;Pato Branco
1430;Regular;7.08;38;Visa;Feminino;Casado(a);18;Curitiba0
1431;Regular;8.22;41;Boleto;Feminino;Solteiro(a);54;Curitiba0
1432;Regular;5.32;128;Boleto;Masculino;Solteiro(a);63;Toledo
1433;1Compra;9;29;Boleto;Feminino;Solteiro(a);29;Guarapuava
1434;1Compra;6.37;61;Boleto;Feminino;Casado(a);22;Colombo
1435;Regular;8.08;39;Boleto;Feminino;Casado(a);29;Maringa
1436;Regular;4.27;59;Boleto;Feminino;Casado(a);22;Pato Branco
1437;Regular;4.79;46;Visa;Feminino;Solteiro(a);31;Colombo
1438;Regular;8.04;116;Boleto;Feminino;Solteiro(a);27;Londrina
1439;Regular;5.39;25;Boleto;Feminino;Solteiro(a);44;Guarapuava
1440;Regular;5.41;60;Boleto;Feminino;Casado(a);77;Toledo
1441;Regular;7.04;69;Boleto;Feminino;Casado(a);69;Maringa
1442;Regular;5.56;55;Boleto;Feminino;Solteiro(a);27;Pato Branco
